,Task lang,Aux lang,Accuracy,Rank,Accuracy level,Overlap word-level,Transfer lang dataset size,Target lang dataset size,Transfer over target size ratio,Transfer lang TTR,Target lang TTR,Transfer target TTR distance,GENETIC,SYNTACTIC,FEATURAL,PHONOLOGICAL,INVENTORY,GEOGRAPHIC
409,bre,fra,0.3187,8,53,0.0677864427114577,16448,888,18.52252252252252,0.2057620460579268,0.3871342313051556,0.219491760801154,0.9304,0.3294,0.331,0.3871,0.32,0.11453268470030652
410,bre,fin,0.3233,4,57,0.028494301139772,18723,888,21.08445945945946,0.3189427368077481,0.3871342313051556,0.031026820171924,1.0,0.3903,0.3866,0.3035,0.3825,0.12647357675021967
411,bre,grc,0.1498,51,10,0.0002999400119976,17081,888,19.23536036036036,0.1730742274014335,0.3871342313051556,0.3057369363102636,0.879,0.3166,0.596,1.1343,1.3461,0.093473837611269
412,bre,nor,0.1699,47,14,0.0608878224355129,20045,888,22.5731981981982,0.1846147253241721,0.3871342313051556,0.2736595257181796,0.8919,0.515,0.5636,0.2576,0.5121,0.08514638321778079
413,bre,ara,0.2318,32,29,0.0002999400119976,19738,888,22.22747747747748,4.7672168034857886e-06,0.3871342313051556,0.999975371914618,1.0,0.3952,0.6366,1.1343,1.3461,0.19250191628000904
414,bre,lao,0.1537,50,11,0.011997600479904,18400,888,20.72072072072072,0.1715984617000315,0.3871342313051556,0.3099670716637252,1.0,0.4677,0.4929,0.5489,0.4531,0.4668477214491034
415,bre,est,0.2319,31,30,0.0425914817036592,26197,888,29.501126126126128,0.3337469262526225,0.3871342313051556,0.0190174747577966,0.9724,0.3658,0.6258,1.1343,1.3461,0.11047031535719741
416,bre,kor,0.1342,58,3,0.0152969406118776,27363,888,30.81418918918919,0.2977608806802764,0.3871342313051556,0.0532957933455723,1.0,0.3627,0.3891,0.4128,0.455,0.45809125087308417
417,bre,jpn,0.1905,43,18,0.0,57256,888,64.47747747747748,0.0003197953309881,0.3871342313051556,0.9983485663607486,1.0,0.3594,0.393,0.5288,0.4929,0.48582906875561965
418,bre,rus,0.1626,48,13,0.0275944811037792,61889,888,69.69481981981981,0.2241205920170711,0.3871342313051556,0.1773065329383006,0.879,0.3313,0.359,0.3429,0.4856,0.2480268628561207
419,bre,ces,0.3227,5,56,0.0596880623875224,87913,888,99.00112612612612,0.1727176492441835,0.3871342313051556,0.3067563692974565,0.9014,0.2677,0.3191,0.5778,0.4265,0.05733705074767058
420,yue,bxr,0.2176,11,50,0.0,927,650,1.426153846153846,0.6023336111441838,1.0,0.1581385568256252,1.0,0.4463,0.6237,1.1766,1.2205,0.16311880062726836
421,yue,kmr,0.1981,16,45,0.0,754,650,1.16,0.3877346961448728,1.0,0.3748688023048111,1.0,0.5938,0.6005,0.4821,0.5324,0.30084001580929626
422,yue,hsb,0.1941,18,43,0.0,646,650,0.9938461538461538,0.5423194196193881,1.0,0.2094715136575337,1.0,0.6366,0.7456,1.1766,1.2205,0.3702000322302435
423,yue,kaz,0.228,9,52,0.0,1078,650,1.6584615384615384,0.6191198786039454,1.0,0.1450696668746733,1.0,0.6222,0.732,1.0296,1.2205,0.16419060135871297
424,yue,hye,0.2138,13,48,0.0,564,650,0.8676923076923077,0.5479001354751306,1.0,0.2043942875034052,1.0,0.4085,0.4346,0.6776,0.4724,0.2613791990721992
425,yue,swl,0.0728,46,15,0.0,203,650,0.3123076923076923,0.4872907625542468,1.0,0.2628707621622057,1.0,0.6366,0.7456,1.1766,1.2205,0.33290926149689903
426,yue,lit,0.2168,12,49,0.0,263,650,0.4046153846153846,0.5654157163591126,1.0,0.1888634995876633,1.0,0.3953,0.437,0.6325,0.5499,0.32116218317801365
427,yue,bel,0.103,40,21,0.0,393,650,0.6046153846153847,0.5525618374558304,1.0,0.2002009093009027,1.0,0.3967,0.6063,1.1766,1.2205,0.30102945280026394
428,yue,mar,0.2339,5,56,0.0,466,650,0.7169230769230769,0.5290718671000361,1.0,0.2217733063566461,1.0,0.373,0.4148,0.7048,0.4977,0.1511134406687414
429,yue,cop,0.0902,42,19,0.0,514,650,0.7907692307692308,0.4940717882085432,1.0,0.2559633554865011,1.0,0.3761,0.4339,0.7468,0.7295,0.361023518926969
430,yue,tam,0.2312,7,54,0.0,600,650,0.9230769230769232,0.5614149588826524,1.0,0.1923568382919055,1.0,0.3709,0.4162,0.6891,0.529,0.14597177936743588
431,yue,gle,0.1223,35,26,0.0,1020,650,1.5692307692307692,0.3499300699300699,1.0,0.4225909139811238,1.0,0.3583,0.4127,0.6733,0.5253,0.41536995337311267
432,yue,hun,0.2336,6,55,0.0,1800,650,2.769230769230769,0.4546198320061089,1.0,0.2974395276410448,1.0,0.3881,0.4137,0.4601,0.4935,0.34466020737419845
433,yue,tel,0.2695,2,59,0.0,1328,650,2.043076923076923,0.3446196660482374,1.0,0.4295233821307238,1.0,0.4341,0.4676,0.4813,0.5393,0.14985698335384706
434,yue,afr,0.2095,15,46,0.0,1934,650,2.975384615384616,0.203484865408243,1.0,0.6344363596337247,1.0,0.8059,0.7872,0.8197,0.6364,0.545136009887793
435,yue,vie,0.2203,10,51,0.0,3000,650,4.615384615384615,0.1568043561492321,1.0,0.7109788938089109,1.0,0.4247,0.4523,0.4445,0.5832,0.10578622778399754
436,yue,uig,0.2457,3,58,0.0,3456,650,5.316923076923077,0.4374610522567435,1.0,0.3164500677280903,1.0,0.5749,0.7079,1.0625,1.2205,0.024921699625336503
437,yue,ell,0.1762,25,36,0.0,2521,650,3.878461538461538,0.2837253360022877,1.0,0.5130493942850356,1.0,0.4097,0.4354,0.5533,0.535,0.34377831215900234
438,yue,sme,0.2104,14,47,0.0,3122,650,4.803076923076923,0.4513223794042703,1.0,0.3010471313425916,1.0,0.3954,0.6096,1.1766,1.2205,0.3502448929745684
439,yue,glg,0.1699,27,34,0.0,3993,650,6.143076923076923,0.2302721876615389,1.0,0.5924809050873531,1.0,0.3988,0.4274,0.6891,0.4566,0.45143258311858503
440,yue,srp,0.1786,23,38,0.0,3891,650,5.986153846153846,0.3111760696308725,1.0,0.4744784070491726,1.0,0.597,0.7228,1.1864,1.2205,0.3486019111329921
441,yue,got,0.0632,47,14,0.0,5401,650,8.30923076923077,0.1811019353439708,1.0,0.6705940402973902,1.0,0.598,0.7238,1.1766,1.2205,0.3227247632425564
442,yue,tur,0.1695,28,33,0.0,5635,650,8.669230769230769,0.5061541783632045,1.0,0.2438836955481216,1.0,0.4007,0.4264,0.4744,0.5667,0.3102939467452041
443,yue,zho,0.4093,1,60,0.0,4997,650,7.687692307692307,0.9869043288468534,1.0,0.0001714966029513,0.6082,0.314,0.3405,0.3824,0.5036,0.022042866778266088
444,yue,urd,0.2344,4,57,0.0,5130,650,7.892307692307693,0.1056406117958751,1.0,0.7998787152688566,1.0,0.5659,0.5913,0.7566,0.5487,0.16488138456880222
445,yue,chu,0.1125,38,23,0.0,6337,650,9.749230769230769,0.1959524016329366,1.0,0.6464925404398423,1.0,0.6366,0.7456,1.1766,1.2205,0.34946240726998007
446,yue,swe,0.1727,26,35,0.0,6026,650,9.27076923076923,0.2404336943809909,1.0,0.5769409726317098,1.0,0.4033,0.442,0.6815,0.553,0.327115786061802
447,yue,dan,0.0187,54,7,0.0,5512,650,8.48,0.2897915761056075,1.0,0.504396005370557,1.0,0.3911,0.6034,1.1766,1.2205,0.3603586677282902
448,yue,ind,0.0797,44,17,0.0,5593,650,8.604615384615384,0.2927781145801758,1.0,0.500162795216771,1.0,0.501,0.4989,0.422,0.4054,0.21610458847556838
449,yue,ukr,0.0064,59,2,0.0,5873,650,9.035384615384617,0.4399821508255243,1.0,0.3136199913940058,1.0,0.3708,0.426,0.7125,0.448,0.30088168996575787
450,yue,fas,0.1357,32,29,0.0,5997,650,9.226153846153846,0.15688157524207,1.0,0.7108486781662933,1.0,0.4219,0.4405,0.5511,0.4566,0.2366203596958536
451,yue,heb,0.0463,49,12,0.0,6216,650,9.563076923076924,0.4067013046511386,1.0,0.3520033419026611,1.0,0.4078,0.4501,0.6965,0.4952,0.3260455173124046
452,yue,eus,0.23,8,53,0.0,8993,650,13.835384615384616,0.3519527880166261,1.0,0.4199651889594238,0.9819,0.3942,0.4239,0.6054,0.5644,0.444893494175516
453,yue,lav,0.0947,41,20,0.0,7703,650,11.850769230769233,0.37546297265061,1.0,0.3900464985304127,1.0,0.3914,0.5773,0.4973,1.2205,0.3142017386271817
454,yue,slv,0.0073,57,4,0.0,8000,650,12.307692307692308,0.3676498731122853,1.0,0.3998666829749089,1.0,0.3759,0.4224,0.744,0.5253,0.36908228240945207
455,yue,hrv,0.0793,45,16,0.0,8889,650,13.675384615384615,0.2981575694863614,1.0,0.4925827972692916,1.0,0.6186,0.6259,0.744,0.5268,0.36019424699405655
456,yue,ron,0.1884,19,42,0.0,9524,650,14.652307692307692,0.2570438554726763,1.0,0.5519838326909056,1.0,0.557,0.5761,0.6441,0.4797,0.3287716889833407
457,yue,slk,0.1041,39,22,0.0,10604,650,16.313846153846153,0.4130087201061381,1.0,0.3445587626714341,1.0,0.6366,0.7456,1.1766,1.2205,0.35051576367969645
458,yue,bul,0.1145,37,24,0.0,11138,650,17.135384615384616,0.2891950325041875,1.0,0.505243701816723,1.0,0.5438,0.5678,0.5702,0.5209,0.33418095628834266
459,yue,por,0.1398,31,30,0.0,12078,650,18.58153846153846,0.1985895453616555,1.0,0.642258716803638,1.0,0.356,0.4053,0.6815,0.4915,0.7818203604062043
460,yue,nld,0.0093,55,6,0.0,13583,650,20.89692307692308,0.2163749886307094,1.0,0.6140681584435209,1.0,0.4018,0.4341,0.6591,0.544,0.385100384093982
461,yue,eng,0.0426,50,11,0.0,16622,650,25.57230769230769,0.1746279711803919,1.0,0.6812389859577961,1.0,0.3632,0.3901,0.4813,0.4776,0.342528444209542
462,yue,ita,0.0073,57,4,0.0,14167,650,21.795384615384616,0.2090539911907565,1.0,0.6255955888512719,1.0,0.368,0.4132,0.7125,0.5185,0.3876580308580423
463,yue,cat,0.1869,20,41,0.0,16678,650,25.658461538461538,0.1431069684669108,1.0,0.7342656674899677,1.0,0.3922,0.4153,0.4813,0.4715,0.4518316071158929
464,yue,hin,0.1823,21,40,0.0,16647,650,25.61076923076924,0.072831563624156,1.0,0.8596413094116275,1.0,0.3842,0.4286,0.5784,0.5619,0.14989290171562156
465,yue,pol,0.1959,17,44,0.0,17246,650,26.532307692307693,0.4049278834815912,1.0,0.3541108238576986,1.0,0.3703,0.4094,0.5,0.5169,0.3388792129426884
466,yue,deu,0.0305,51,10,0.0,15590,650,23.984615384615385,0.2724193133980275,1.0,0.5293736555161977,1.0,0.5894,0.5997,0.5,0.553,0.368092129533853
467,yue,fro,0.1344,33,28,0.0,17678,650,27.19692307692308,0.0937745835963677,1.0,0.8212445053359367,1.0,0.598,0.7238,1.1766,1.2205,0.4133979713196048
468,yue,spa,0.1777,24,37,0.0,17680,650,27.2,0.1474296839146102,1.0,0.7268761438699413,1.0,0.561,0.581,0.6257,0.5039,0.6690729804398853
469,yue,fra,0.0223,52,9,0.0,16448,650,25.304615384615385,0.2057620460579268,1.0,0.6308139274820908,1.0,0.3985,0.4271,0.5319,0.5114,0.4260173920009909
470,yue,fin,0.1491,29,32,0.0,18723,650,28.804615384615385,0.3189427368077481,1.0,0.4638389957469203,1.0,0.3643,0.3886,0.4359,0.4867,0.30551787105271583
471,yue,grc,0.09,43,18,0.0,17081,650,26.27846153846154,0.1730742274014335,1.0,0.683806233387736,1.0,0.4096,0.606,1.1766,1.2205,0.35923619732388545
472,yue,nor,0.0482,48,13,0.0,20045,650,30.838461538461537,0.1846147253241721,1.0,0.6648531461581753,1.0,0.5772,0.5889,0.4445,0.5444,0.35401371780391727
473,yue,ara,0.1435,30,31,0.0,19738,650,30.366153846153846,4.7672168034857886e-06,1.0,0.9999904655891192,1.0,0.3637,0.6036,1.1766,1.2205,0.28300340344897806
474,yue,lao,0.0005,60,1,0.0,18400,650,28.307692307692307,0.1715984617000315,1.0,0.6862491086577542,1.0,0.4794,0.4951,0.6733,0.4646,0.1041500729363862
475,yue,est,0.0086,56,5,0.0,26197,650,40.30307692307692,0.3337469262526225,1.0,0.4438931582778285,0.9819,0.3967,0.6001,1.1766,1.2205,0.30910505892048157
476,yue,kor,0.125,34,27,0.0,27363,650,42.09692307692308,0.2977608806802764,1.0,0.493139780702941,1.0,0.4004,0.4072,0.33,0.448,0.10641347671037571
477,yue,jpn,0.1818,22,39,0.0,57256,650,88.08615384615385,0.0003197953309881,1.0,0.9993605116070774,1.0,0.4151,0.4257,0.5893,0.4642,0.15562164689494576
478,yue,rus,0.0192,53,8,0.0,61889,650,95.21384615384616,0.2241205920170711,1.0,0.6019888557319402,1.0,0.3931,0.4296,0.5342,0.496,0.1911282564606111
479,yue,ces,0.1165,36,25,0.0,87913,650,135.25076923076924,0.1727176492441835,1.0,0.6843960878720697,1.0,0.3931,0.4395,0.744,0.5554,0.3571465638121972
480,kpv,bxr,0.3002,32,29,0.0079455164585698,927,155,5.980645161290322,0.6023336111441838,0.7762114537444934,0.0501797383277497,1.0,0.3823,0.5929,1.0582,1.2779,0.0
481,kpv,kmr,0.3074,31,30,0.0011350737797956,754,155,4.864516129032258,0.3877346961448728,0.7762114537444934,0.2504782306149448,1.0,0.5408,0.5721,0.3668,0.4616,0.24160058013388575
482,kpv,hsb,0.3312,23,38,0.0011350737797956,646,155,4.167741935483871,0.5423194196193881,0.7762114537444934,0.0907968471046898,1.0,0.5619,0.7261,1.0582,1.2779,0.25325245116220385
483,kpv,kaz,0.3665,9,52,0.0113507377979568,1078,155,6.95483870967742,0.6191198786039454,0.7762114537444934,0.0409586557622566,1.0,0.5453,0.7167,1.0296,1.2779,0.12156620123383649
484,kpv,hye,0.3492,18,43,0.0022701475595913,564,155,3.638709677419355,0.5479001354751306,0.7762114537444934,0.086515672819589,1.0,0.4234,0.4112,0.4813,0.4319,0.1958907421688931
485,kpv,swl,0.1174,59,2,0.0011350737797956,203,155,1.3096774193548386,0.4872907625542468,0.7762114537444934,0.1385470224089269,1.0,0.5619,0.7261,1.0582,1.2779,0.19330244011823175
486,kpv,lit,0.3679,8,53,0.0011350737797956,263,155,1.696774193548387,0.5654157163591126,0.7762114537444934,0.073750259926297,1.0,0.3658,0.3648,0.156,0.4315,0.2059793419316785
487,kpv,bel,0.3665,9,52,0.0124858115777525,393,155,2.535483870967742,0.5525618374558304,0.7762114537444934,0.0830187559339339,1.0,0.3586,0.5885,1.0582,1.2779,0.18559364441648918
488,kpv,mar,0.3398,20,41,0.0011350737797956,466,155,3.0064516129032257,0.5290718671000361,0.7762114537444934,0.101373522650364,1.0,0.3483,0.3819,0.5784,0.5229,0.22659470246664612
489,kpv,cop,0.2628,36,25,0.0011350737797956,514,155,3.3161290322580643,0.4940717882085432,0.7762114537444934,0.1321198891298066,1.0,0.3708,0.4182,0.4973,0.6713,0.31146434365801984
490,kpv,tam,0.324,25,36,0.0011350737797956,600,155,3.870967741935484,0.5614149588826524,0.7762114537444934,0.0765762837879636,1.0,0.3591,0.383,0.5698,0.5337,0.23565546281927022
491,kpv,gle,0.3182,28,33,0.0011350737797956,1020,155,6.580645161290323,0.3499300699300699,0.7762114537444934,0.3016009048169297,1.0,0.3492,0.3947,0.6326,0.5157,0.28457242169066665
492,kpv,hun,0.3564,15,46,0.0022701475595913,1800,155,11.612903225806452,0.4546198320061089,0.7762114537444934,0.1716521935957454,0.6082,0.3981,0.3892,0.3217,0.4395,0.24634984790008047
493,kpv,tel,0.3578,14,47,0.0011350737797956,1328,155,8.567741935483872,0.3446196660482374,0.7762114537444934,0.3091621016714887,1.0,0.3882,0.4288,0.2729,0.5498,0.22714423212105322
494,kpv,afr,0.2383,39,22,0.0011350737797956,1934,155,12.477419354838707,0.203484865408243,0.7762114537444934,0.5444206589692601,1.0,0.7681,0.7618,0.8197,0.5713,0.5944166132667413
495,kpv,vie,0.3744,7,54,0.0011350737797956,3000,155,19.35483870967742,0.1568043561492321,0.7762114537444934,0.6367841738318578,1.0,0.4205,0.4505,0.5511,0.4913,0.25816429638232324
496,kpv,uig,0.3924,3,58,0.0022701475595913,3456,155,22.296774193548387,0.4374610522567435,0.7762114537444934,0.1904581420726012,1.0,0.5074,0.7047,1.1577,1.2779,0.14316928088368283
497,kpv,ell,0.1915,53,8,0.0011350737797956,2521,155,16.26451612903226,0.2837253360022877,0.7762114537444934,0.4025574722062034,1.0,0.441,0.4337,0.2817,0.5057,0.2769316590486846
498,kpv,sme,0.3549,16,45,0.0022701475595913,3122,155,20.141935483870967,0.4513223794042703,0.7762114537444934,0.175190325577714,0.8136,0.3692,0.5956,1.0582,1.2779,0.21120362690427583
499,kpv,glg,0.2714,35,26,0.0011350737797956,3993,155,25.76129032258065,0.2302721876615389,0.7762114537444934,0.4946848036915607,1.0,0.3734,0.3945,0.5698,0.4852,0.33219777357338753
500,kpv,srp,0.3636,12,49,0.0011350737797956,3891,155,25.10322580645161,0.3111760696308725,0.7762114537444934,0.3589317733674957,1.0,0.5272,0.7107,1.1233,1.2779,0.25969716515359964
501,kpv,got,0.1476,57,4,0.0011350737797956,5401,155,34.84516129032258,0.1811019353439708,0.7762114537444934,0.5878055731255915,1.0,0.5305,0.7106,1.0582,1.2779,0.22285337756450363
502,kpv,tur,0.3643,11,50,0.0011350737797956,5635,155,36.354838709677416,0.5061541783632045,0.7762114537444934,0.1210463420065365,1.0,0.402,0.3852,0.33,0.4434,0.24059476134352714
503,kpv,zho,0.3456,19,42,0.0011350737797956,4997,155,32.23870967741936,0.9869043288468534,0.7762114537444934,0.0736783014578879,1.0,0.3628,0.3967,0.5,0.5618,0.14577766367686015
504,kpv,urd,0.2174,45,16,0.0011350737797956,5130,155,33.096774193548384,0.1056406117958751,0.7762114537444934,0.7463271433716565,1.0,0.5258,0.577,0.6421,0.5532,0.21185180159717465
505,kpv,chu,0.1613,56,5,0.0192962542565266,6337,155,40.883870967741935,0.1959524016329366,0.7762114537444934,0.5588352012554543,1.0,0.5619,0.7261,1.0582,1.2779,0.25183086363169954
506,kpv,swe,0.3391,21,40,0.0011350737797956,6026,155,38.87741935483871,0.2404336943809909,0.7762114537444934,0.4764411558615754,1.0,0.3927,0.4248,0.5582,0.5712,0.19133516441113166
507,kpv,dan,0.2304,43,18,0.0011350737797956,5512,155,35.561290322580646,0.2897915761056075,0.7762114537444934,0.3927014768449549,1.0,0.3645,0.6042,1.0582,1.2779,0.2331002081920947
508,kpv,ind,0.2167,46,15,0.0022701475595913,5593,155,36.08387096774194,0.2927781145801758,0.7762114537444934,0.3878940350942169,1.0,0.4635,0.4708,0.422,0.4185,0.3663223094189201
509,kpv,ukr,0.4053,2,59,0.0283768444948921,5873,155,37.89032258064516,0.4399821508255243,0.7762114537444934,0.1876337795077618,1.0,0.3928,0.396,0.5456,0.4319,0.20257363094638234
510,kpv,fas,0.1893,54,7,0.0011350737797956,5997,155,38.69032258064516,0.15688157524207,0.7762114537444934,0.6366254128767688,1.0,0.4205,0.419,0.3824,0.4652,0.2246890667668512
511,kpv,heb,0.2757,34,27,0.0011350737797956,6216,155,40.10322580645161,0.4067013046511386,0.7762114537444934,0.2266170850613584,1.0,0.4425,0.4634,0.6965,0.5714,0.2801135519397404
512,kpv,eus,0.311,29,32,0.0011350737797956,8993,155,58.01935483870968,0.3519527880166261,0.7762114537444934,0.2987454845861621,0.9819,0.4346,0.4242,0.3661,0.4445,0.3265755134629054
513,kpv,lav,0.2318,42,19,0.0022701475595913,7703,155,49.69677419354839,0.37546297265061,0.7762114537444934,0.2665530622386717,1.0,0.3955,0.5812,0.2817,1.2779,0.19522789566867768
514,kpv,slv,0.2347,40,21,0.0011350737797956,8000,155,51.61290322580645,0.3676498731122853,0.7762114537444934,0.2770479597846754,1.0,0.3579,0.3728,0.5319,0.4185,0.2662619155304891
515,kpv,hrv,0.3506,17,44,0.0011350737797956,8889,155,57.3483870967742,0.2981575694863614,0.7762114537444934,0.3793094028515727,1.0,0.5412,0.5698,0.5319,0.3338,0.26466840212120585
516,kpv,ron,0.324,25,36,0.0011350737797956,9524,155,61.44516129032258,0.2570438554726763,0.7762114537444934,0.4473578536626776,1.0,0.5141,0.5498,0.3824,0.3769,0.23588197897330673
517,kpv,slk,0.3081,30,31,0.0022701475595913,10604,155,68.41290322580645,0.4130087201061381,0.7762114537444934,0.2189465586150365,1.0,0.5619,0.7261,1.0582,1.2779,0.24227103425621704
518,kpv,bul,0.3772,6,55,0.0510783200908059,11138,155,71.85806451612903,0.2891950325041875,0.7762114537444934,0.3936652828654267,1.0,0.5039,0.5469,0.0,0.4865,0.24839685624946214
519,kpv,por,0.3197,27,34,0.0011350737797956,12078,155,77.92258064516129,0.1985895453616555,0.7762114537444934,0.553767189434911,1.0,0.3845,0.3956,0.5582,0.4418,0.6631042907774959
520,kpv,nld,0.1994,50,11,0.0011350737797956,13583,155,87.63225806451612,0.2163749886307094,0.7762114537444934,0.5201903269496909,1.0,0.4056,0.417,0.5804,0.4986,0.26616881822777577
521,kpv,eng,0.3254,24,37,0.0022701475595913,16622,155,107.23870967741937,0.1746279711803919,0.7762114537444934,0.6006641512632972,1.0,0.3983,0.4055,0.3546,0.5258,0.3256697537656758
522,kpv,ita,0.1973,51,10,0.0011350737797956,14167,155,91.4,0.2090539911907565,0.7762114537444934,0.5338843715269075,1.0,0.3899,0.3952,0.5456,0.4088,0.29738194668110557
523,kpv,cat,0.2001,49,12,0.0011350737797956,16678,155,107.6,0.1431069684669108,0.7762114537444934,0.6652588900768205,1.0,0.3899,0.3893,0.2729,0.4182,0.34113493015058544
524,kpv,hin,0.221,44,17,0.0011350737797956,16647,155,107.4,0.072831563624156,0.7762114537444934,0.8211449026312964,1.0,0.4056,0.4214,0.4821,0.5438,0.22729712792671414
525,kpv,pol,0.3808,4,57,0.0022701475595913,17246,155,111.26451612903226,0.4049278834815912,0.7762114537444934,0.2287975498922256,1.0,0.3647,0.377,0.2163,0.4142,0.2292015310665546
526,kpv,deu,0.2109,48,13,0.0011350737797956,15590,155,100.58064516129032,0.2724193133980275,0.7762114537444934,0.421252684812028,1.0,0.5589,0.5881,0.3824,0.5048,0.2558083696515137
527,kpv,fro,0.1425,58,3,0.0011350737797956,17678,155,114.0516129032258,0.0937745835963677,0.7762114537444934,0.7729739735652535,1.0,0.5285,0.7095,1.0582,1.2779,0.291270662938768
528,kpv,spa,0.3369,22,39,0.0011350737797956,17680,155,114.06451612903226,0.1474296839146102,0.7762114537444934,0.6562053846925332,1.0,0.5439,0.5833,0.571,0.48,0.560470614163255
529,kpv,fra,0.2167,46,15,0.0022701475595913,16448,155,106.11612903225806,0.2057620460579268,0.7762114537444934,0.5400999950354319,1.0,0.4059,0.4174,0.4821,0.504,0.34438716876075903
530,kpv,fin,0.2765,33,28,0.0011350737797956,18723,155,120.79354838709678,0.3189427368077481,0.7762114537444934,0.3470426799139454,0.7837,0.3276,0.3398,0.3661,0.4921,0.17052633923960794
531,kpv,grc,0.1749,55,6,0.0011350737797956,17081,155,110.2,0.1730742274014335,0.7762114537444934,0.6037708968126908,1.0,0.3822,0.595,1.0582,1.2779,0.27180196968344833
